customer_id,gender,age_group,city,preferred_channel,signup_date,last_order_date,total_orders_last_12m,total_volume_liters_last_12m,total_spend_last_12m_inr,avg_discount_pct,recency_days,frequency_orders_per_month,avg_order_value_inr,loyalty_tier,churn_flag,last_campaign_responded,clv_12m_estimate_inr
CUST_00086,Male,25-34,Surat,Off-Trade,2023-12-15,2024-01-29,5,23.7,5802.71,0.007,337,0.4166666666666667,1160.5417678916465,Bronze,1,None,4642.17
CUST_00087,Male,25-34,Jaipur,Off-Trade,2022-07-08,2024-09-05,6,22.2,8801.42,0.219,117,0.5,1466.9030888494851,Bronze,1,Summer_Fest,7041.14
CUST_00088,Male,35-44,Kochi,Off-Trade,2020-03-15,2024-11-02,6,34.5,5796.13,0.136,59,0.5,966.0215056630824,Bronze,0,Digital_Coupon,6955.36
CUST_00089,Male,25-34,Chennai,Off-Trade,2020-11-11,2024-05-04,10,49.1,10032.13,0.053,241,0.8333333333333334,1003.2128996787101,Bronze,1,Sports_Promo,8025.7
CUST_00090,Male,18-24,Guwahati,E-commerce,2023-08-10,2022-10-12,1,3.8,1424.1,0.165,811,0.08333333333333333,1424.098575901424,Bronze,1,None,1139.28
CUST_00091,Male,35-44,Guwahati,On-Trade,2020-12-17,2024-10-01,5,31.1,5385.32,0.081,91,0.4166666666666667,1077.063784587243,Bronze,1,Sports_Promo,4308.26
CUST_00092,Male,45-54,Ahmedabad,On-Trade,2023-11-08,2024-02-29,9,63.3,10464.02,0.097,306,0.75,1162.6687597034713,Bronze,1,None,8371.22
CUST_00093,Male,45-54,Kochi,Off-Trade,2021-01-01,2022-07-02,2,7.2,2593.57,0.151,913,0.16666666666666666,1296.7843516078242,Bronze,1,None,2074.86
CUST_00094,Male,25-34,Chennai,Off-Trade,2021-08-30,2024-07-13,6,31.3,7028.88,0.101,171,0.5,1171.479804753366,Bronze,1,None,5623.1
CUST_00095,Male,18-24,Pune,On-Trade,2021-06-30,2024-03-18,8,39.1,5893.94,0.024,288,0.6666666666666666,736.742407907199,Bronze,1,Summer_Fest,4715.15
CUST_00096,Male,18-24,Kolkata,E-commerce,2020-04-14,2023-09-05,0,0.0,0.0,0.088,483,0.0,0.0,Bronze,1,None,0.0
CUST_00097,Male,25-34,Chennai,Off-Trade,2020-05-24,2024-09-23,10,39.8,6393.92,0.06,99,0.8333333333333334,639.3919360608064,Bronze,1,Summer_Fest,5115.14
CUST_00098,Female,18-24,Chennai,Off-Trade,2020-09-01,2024-05-11,7,49.3,5052.17,0.116,234,0.5833333333333334,721.738468323076,Bronze,1,None,4041.74
CUST_00099,Male,35-44,Mumbai,E-commerce,2021-08-08,2024-02-16,11,83.8,12224.49,0.183,319,0.9166666666666666,1111.317171698439,Silver,1,,9779.59
CUST_00100,Female,55+,Kolkata,Off-Trade,2021-01-16,2022-08-19,1,3.4,1224.25,,865,0.08333333333333333,1224.2487757512245,Bronze,1,Sports_Promo,979.4
CUST_00101,Male,18-24,Bhubaneswar,On-Trade,2023-06-26,2024-11-22,9,39.3,11331.55,0.235,39,0.75,1259.0609712154476,Bronze,0,Summer_Fest,13597.86
CUST_00102,Male,25-34,Ahmedabad,Off-Trade,2020-09-21,2024-11-01,6,46.1,5519.75,0.191,60,0.5,919.95818000697,Bronze,0,Summer_Fest,6623.7
CUST_00103,Female,55+,Ahmedabad,Off-Trade,2021-08-09,2022-05-03,1,3.4,1461.12,0.065,973,0.08333333333333333,1461.118538881461,Bronze,1,None,1168.9
CUST_00104,Male,18-24,Mumbai,Off-Trade,2020-06-28,2024-03-22,8,27.5,8894.89,0.077,284,0.6666666666666666,1111.861111017361,Bronze,1,Sports_Promo,7115.91
CUST_00105,Male,18-24,Guwahati,On-Trade,2021-12-02,2023-10-27,3,12.4,3179.96,0.043,431,0.25,1059.9863133378956,Bronze,1,Summer_Fest,2543.97
CUST_00106,Female,25-34,Patna,Off-Trade,2022-07-27,2024-08-17,14,89.0,13372.6,0.123,136,1.1666666666666667,955.1856460581682,Silver,1,Summer_Fest,10698.08
CUST_00107,Male,25-34,Mumbai,On-Trade,2020-01-06,2024-11-04,11,51.9,13842.71,0.272,57,0.9166666666666666,1258.4280674156303,Silver,0,None,16611.25
CUST_00108,Male,35-44,Kolkata,Off-Trade,2022-02-01,2022-05-08,2,8.8,1598.87,0.131,968,0.16666666666666666,799.4346002826998,Bronze,1,None,1279.1
CUST_00109,Male,25-34,Ahmedabad,On-Trade,2023-10-08,2024-08-20,8,24.7,10103.35,0.139,133,0.6666666666666666,1262.9185921351761,Bronze,1,None,8082.68
CUST_00110,Male,25-34,Kolkata,On-Trade,2020-09-16,2024-09-20,5,26.9,5435.71,0.071,102,0.4166666666666667,1087.1417825716435,Bronze,1,None,4348.57
CUST_00111,Male,35-44,Patna,Off-Trade,2022-12-30,2024-09-15,9,68.0,11066.65,0.128,107,0.75,1229.6276411524843,Bronze,1,Sports_Promo,8853.32
CUST_00112,Female,35-44,Ahmedabad,On-Trade,2020-05-28,2024-11-23,16,84.0,10402.32,0.104,38,1.3333333333333333,650.1449593659399,Bronze,0,None,12482.78
CUST_00113,Female,55+,Ahmedabad,On-Trade,2023-09-03,2022-08-17,0,0.0,0.0,0.195,867,0.0,0.0,Bronze,1,Summer_Fest,0.0
CUST_00114,Male,25-34,Ahmedabad,Off-Trade,2022-06-08,2024-04-19,16,53.6,15805.34,0.094,256,1.3333333333333333,987.8336882603944,Silver,1,None,12644.27
CUST_00115,Female,25-34,Patna,On-Trade,2022-10-16,2024-01-10,9,29.8,12275.18,0.072,356,0.75,1363.9087373434738,Silver,1,None,9820.14
CUST_00116,Female,18-24,Guwahati,Off-Trade,2022-12-18,2024-05-22,11,41.2,7830.29,0.061,223,0.9166666666666666,711.8444807414108,Bronze,1,None,6264.23
CUST_00117,Male,25-34,Mumbai,Off-Trade,2021-12-09,2023-10-18,0,0.0,0.0,0.107,440,0.0,0.0,Bronze,1,Summer_Fest,0.0
CUST_00118,Male,18-24,Hyderabad,On-Trade,2021-11-19,2024-06-06,8,39.4,9497.31,0.074,208,0.6666666666666666,1187.1636016045497,Bronze,1,Digital_Coupon,7597.85
CUST_00119,Female,35-44,Kolkata,Off-Trade,2022-11-18,2024-05-18,8,28.1,5010.95,0.034,227,0.6666666666666666,626.3686717039161,Bronze,1,None,4008.76
CUST_00120,Female,35-44,Hyderabad,Off-Trade,2021-12-13,2024-08-30,9,41.1,11124.03,0.07,123,0.75,1236.003195999645,Bronze,1,None,8899.22
CUST_00121,Female,45-54,Pune,Off-Trade,2020-02-04,2024-10-28,6,26.7,5561.14,0.06,64,0.5,926.8565121905814,Bronze,0,Digital_Coupon,6673.37
CUST_00122,Female,18-24,Guwahati,Off-Trade,2022-02-21,2024-06-19,9,34.4,12964.52,0.163,195,0.75,1440.5020621664378,Silver,1,None,10371.62
CUST_00123,Female,25-34,Delhi,E-commerce,2022-11-11,2024-09-24,7,33.0,4920.38,0.06,98,0.5833333333333334,702.9113281555245,Bronze,1,None,3936.3
CUST_00124,Male,25-34,Chennai,Off-Trade,2021-12-04,2024-06-11,8,30.2,7898.79,0.056,203,0.6666666666666666,987.3486265814217,Bronze,1,None,6319.03
CUST_00125,Female,35-44,Delhi,E-commerce,2022-09-02,2024-06-17,8,59.0,7366.7,0.174,197,0.6666666666666666,920.837384895327,Bronze,1,None,5893.36
CUST_00126,Male,55+,Guwahati,E-commerce,2020-03-20,2024-07-26,6,43.4,5858.46,0.081,158,0.5,976.4098372650271,Bronze,1,None,4686.77
CUST_00127,Female,18-24,Ahmedabad,On-Trade,2020-09-16,2024-01-18,9,50.3,10877.85,0.112,348,0.75,1208.6498657055706,Bronze,1,Summer_Fest,8702.28
CUST_00128,Male,35-44,Jaipur,,2022-09-08,2022-05-03,3,15.9,3921.93,0.173,973,0.25,1307.309564230145,Bronze,1,Sports_Promo,3137.54
CUST_00129,Female,18-24,Chandigarh,Off-Trade,2022-04-11,2022-07-21,2,9.3,1256.09,0.085,894,0.16666666666666666,628.044685977657,Bronze,1,Digital_Coupon,1004.87
CUST_00130,Female,25-34,Kochi,On-Trade,2023-09-09,2022-09-19,3,19.0,3048.17,0.096,834,0.25,1016.056327981224,Bronze,1,None,2438.54
CUST_00131,Male,25-34,Jaipur,E-commerce,2021-02-12,2024-10-13,12,44.5,16275.25,0.081,79,1.0,1356.2707203107734,Silver,0,None,19530.3
CUST_00132,Male,35-44,Hyderabad,Off-Trade,2021-04-07,2024-03-08,8,26.0,6593.44,0.148,298,0.6666666666666666,824.179896977513,Bronze,1,Sports_Promo,5274.75
CUST_00133,Male,35-44,Hyderabad,On-Trade,2020-06-11,2023-09-12,4,24.4,5418.36,0.101,476,0.3333333333333333,1354.5896613525845,Bronze,1,None,4334.69
CUST_00134,Female,45-54,Patna,Off-Trade,2023-12-04,2022-06-13,2,15.5,2097.16,0.045,932,0.16666666666666666,1048.579475710262,Bronze,1,None,1677.73
CUST_00135,Female,45-54,Bengaluru,Off-Trade,2020-10-02,2023-03-01,0,0.0,0.0,0.081,671,0.0,0.0,Bronze,1,Sports_Promo,0.0
CUST_00136,Female,25-34,Mumbai,Off-Trade,2021-08-19,2024-09-17,6,36.5,3709.43,0.22,105,0.5,618.2382302936282,Bronze,1,Sports_Promo,2967.54
CUST_00137,Male,25-34,Jaipur,On-Trade,2020-03-18,2024-06-15,8,32.6,11165.6,0.07,199,0.6666666666666666,1395.699825537522,Bronze,1,None,8932.48
CUST_00138,Male,18-24,Kochi,Off-Trade,2020-09-14,2022-10-04,3,13.9,3553.06,0.149,819,0.25,1184.3529385490203,Bronze,1,Sports_Promo,2842.45
CUST_00139,Other,25-34,Chandigarh,E-commerce,2021-05-16,2024-06-08,10,76.2,11202.66,0.099,206,0.8333333333333334,1120.2658879734113,Bronze,1,None,8962.13
CUST_00140,Male,35-44,Guwahati,E-commerce,2023-06-26,2024-08-13,9,59.3,5400.95,0.096,140,0.75,600.1054888771679,Bronze,1,Digital_Coupon,4320.76
CUST_00141,Female,55+,Pune,On-Trade,2021-08-27,2024-07-15,8,62.1,11168.52,0.104,169,0.6666666666666666,1396.064825491897,Bronze,1,Sports_Promo,8934.82
CUST_00142,Female,25-34,Hyderabad,Off-Trade,2023-05-09,2024-11-03,12,68.8,15224.66,0.244,58,1.0,1268.72156093987,Silver,0,Sports_Promo,18269.59
CUST_00143,Female,45-54,Chennai,Off-Trade,2020-12-26,2023-07-23,1,6.8,873.04,0.141,527,0.08333333333333333,873.0391269608731,Bronze,1,None,698.43
CUST_00144,Female,35-44,Jaipur,On-Trade,2020-01-27,2024-02-05,9,51.8,12403.59,0.173,330,0.75,1378.176513535943,Silver,1,Sports_Promo,9922.87
CUST_00145,Male,25-34,Guwahati,Off-Trade,2020-08-27,2023-05-26,1,6.2,950.34,0.149,585,0.08333333333333333,950.3390496609504,Bronze,1,Sports_Promo,760.27
CUST_00146,Male,18-24,Chandigarh,On-Trade,2022-01-13,2024-05-29,7,26.9,4432.71,0.053,216,0.5833333333333334,633.2441952508292,Bronze,1,,3546.17
CUST_00147,Female,45-54,Pune,Off-Trade,2020-09-02,2024-10-16,6,29.7,7948.68,0.186,76,0.5,1324.7797792033703,Bronze,0,Summer_Fest,9538.42
CUST_00148,Female,18-24,Chandigarh,E-commerce,2020-05-08,2024-03-27,11,83.5,6621.64,0.208,279,0.9166666666666666,601.9672180029803,Bronze,1,None,5297.31
CUST_00149,Female,55+,Chandigarh,Off-Trade,2021-05-01,2024-12-09,4,28.9,5260.13,0.159,22,0.3333333333333333,1315.0321712419573,Bronze,0,Sports_Promo,6312.16
CUST_00150,Female,35-44,Bengaluru,E-commerce,2020-04-12,2024-03-23,9,38.3,11824.7,0.033,283,0.75,1313.8554095716213,Bronze,1,None,9459.76
CUST_00151,Female,35-44,Guwahati,On-Trade,2022-07-08,2024-11-23,8,52.6,7665.34,0.139,38,0.6666666666666666,958.1673802290776,Bronze,0,Summer_Fest,9198.41
CUST_00152,Male,25-34,Surat,Off-Trade,2022-02-12,2024-05-09,11,77.8,7117.58,0.141,236,0.9166666666666666,647.0526684497574,Bronze,1,Sports_Promo,5694.06
CUST_00153,Female,25-34,Ahmedabad,On-Trade,2022-09-06,2024-08-10,14,51.3,8977.37,0.053,143,1.1666666666666667,641.2406684828095,Bronze,1,Summer_Fest,7181.9
