outlet_id,month,region,city,outlet_type,channel,heineken_facings,heineken_shelf_share,heineken_cooler_share,monthly_footfall,activation_flag,execution_score,oos_days,heineken_volume_cases,competitor_volume_cases,heineken_revenue_inr,gross_margin_pct
OUT_0004,5/1/2024,West,Ahmedabad,Bar,On-Trade,17,0.171012641,0.183225495,1986,0,96.63721718,1,36,32,5953.851872,0.302157015
OUT_0004,6/1/2024,West,Ahmedabad,Bar,On-Trade,9,0.183945756,0.156816871,909,0,89.61735722,0,22,34,3096.628944,0.276044911
OUT_0004,7/1/2024,West,Ahmedabad,Bar,On-Trade,6,0.166585413,0.403610368,1555,0,76.95183599,0,48,94,8546.890568,0.328844868
OUT_0004,8/1/2024,West,Ahmedabad,Bar,On-Trade,11,0.277514824,0.26385351,1148,1,67.68916465,0,32,41,5591.943777,0.346143419
OUT_0004,9/1/2024,West,Ahmedabad,Bar,On-Trade,13,0.343012213,0.402165918,902,1,79.50953074,1,65,64,11180.33451,0.368589051
OUT_0004,10/1/2024,West,Ahmedabad,Bar,On-Trade,11,0.198602873,0.280977745,1244,1,98.67875055,1,57,59,8906.539917,0.319398861
OUT_0004,11/1/2024,West,Ahmedabad,Bar,On-Trade,9,0.224351433,0.273094266,558,1,87.74082641,0,71,28,10714.16291,0.263232296
OUT_0004,12/1/2024,West,Ahmedabad,Bar,On-Trade,11,0.227254907,0.271315562,1183,1,95.25866259,1,39,45,5860.503773,0.259803881
OUT_0005,1/1/2024,South,Kochi,Liquor_Store,Off-Trade,13,0.338710576,,1108,0,80.56269649,0,68,63,10828.72276,0.370400187
OUT_0005,2/1/2024,South,Kochi,Liquor_Store,Off-Trade,10,0.236021969,0.215418895,1705,0,59.36535297,0,30,41,4857.065445,0.272960987
OUT_0005,3/1/2024,South,Kochi,Liquor_Store,Off-Trade,6,0.214001273,0.315042752,767,0,66.02219714,3,53,57,8563.964991,0.331117279
OUT_0005,4/1/2024,South,Kochi,Liquor_Store,Off-Trade,10,0.080089792,0.202625583,1076,0,64.83867028,1,68,79,9903.626499,0.272679205
OUT_0005,5/1/2024,South,Kochi,Liquor_Store,Off-Trade,11,0.232976431,0.303144768,1199,0,69.96750864,1,72,70,10578.94575,0.267618953
OUT_0005,6/1/2024,South,Kochi,Liquor_Store,Off-Trade,12,0.185912907,0.316831279,1303,0,77.2913747,0,36,64,5124.787013,0.237291267
OUT_0005,7/1/2024,South,Kochi,Liquor_Store,Off-Trade,12,0.183134642,0.241228518,879,0,65.76002227,2,46,40,6864.661496,0.26102237
OUT_0005,8/1/2024,South,Kochi,Liquor_Store,Off-Trade,10,0.30443521,0.451784405,1227,1,51.51688913,1,235,58,36686.85429,0.322068368
OUT_0005,9/1/2024,South,Kochi,Liquor_Store,Off-Trade,10,0.22399959,0.274041773,862,0,80.40385072,1,19,16,3383.663112,0.343501577
OUT_0005,10/1/2024,South,Kochi,Liquor_Store,Off-Trade,6,0.195139687,0.253670164,709,0,71.98539977,2,63,104,10663.3162,0.294120841
OUT_0005,11/1/2024,South,Kochi,Liquor_Store,Off-Trade,9,0.267528825,0.317197273,705,1,72.15931446,2,64,107,10296.60215,0.23638192
OUT_0005,12/1/2024,South,Kochi,Liquor_Store,Off-Trade,10,0.200031595,0.316201748,1682,1,89.47151957,1,41,65,6830.933507,0.278581637
OUT_0006,1/1/2024,West,Pune,Hypermarket,Off-Trade,9,0.110668622,0.305891264,1547,0,53.74762269,2,81,84,14100.53699,0.34416334
OUT_0006,2/1/2024,West,Pune,Hypermarket,Off-Trade,15,0.204993311,0.240449532,2314,1,74.10431955,0,99,115,17036.95734,0.27745649
OUT_0006,3/1/2024,West,Pune,Hypermarket,Off-Trade,12,0.161619572,0.244328732,2157,0,62.53766566,3,66,104,11061.93829,0.264433772
OUT_0006,4/1/2024,West,Pune,Hypermarket,Off-Trade,13,0.185033428,0.135884091,2132,0,66.70978647,4,120,186,20360.0233,0.340741106
OUT_0006,5/1/2024,West,Pune,Hypermarket,Off-Trade,3,0.162115377,0.303778795,2655,0,89.19587162,0,111,135,19325.36206,0.294094224
OUT_0006,6/1/2024,West,Pune,Hypermarket,Off-Trade,12,0.156027659,0.228617554,2466,0,50.55271968,1,65,75,9141.06356,0.315052189
OUT_0006,7/1/2024,West,Pune,Hypermarket,Off-Trade,7,0.182854242,0.206439468,2446,0,73.85367941,3,29,57,4156.415055,0.238250075
OUT_0006,8/1/2024,West,Pune,Hypermarket,Off-Trade,13,0.262437196,0.243623398,2017,0,59.11189355,2,22,29,3563.970081,0.245435048
OUT_0006,9/1/2024,West,Pune,Hypermarket,Off-Trade,11,0.224263053,0.371061335,2073,1,81.43816743,1,83,116,12136.69019,0.318631909
OUT_0006,10/1/2024,West,Pune,Hypermarket,Off-Trade,8,0.177148832,0.329624829,2178,0,73.84501482,1,99,114,16893.845,0.13815211
OUT_0006,11/1/2024,West,Pune,Hypermarket,Off-Trade,8,0.281282713,0.246674671,1960,1,99.35739228,0,52,66,8085.006227,0.323653189
OUT_0006,12/1/2024,West,Pune,Hypermarket,Off-Trade,10,0.241744221,0.260649477,1851,0,74.01618711,3,66,109,9661.008628,0.31855009
OUT_0007,1/1/2024,West,Mumbai,Restaurant,On-Trade,7,0.28236361,0.357441382,1352,0,94.57540311,1,31,22,4572.682842,0.256999496
OUT_0007,2/1/2024,West,Mumbai,Restaurant,On-Trade,8,0.199503948,0.37762417,1955,0,73.42312285,2,62,91,9239.198205,0.225359863
OUT_0007,3/1/2024,West,Mumbai,Restaurant,On-Trade,8,0.276542534,0.471218253,1357,1,77.38244976,0,79,96,11274.17503,0.336986933
OUT_0007,4/1/2024,West,Mumbai,Restaurant,On-Trade,8,0.207780509,0.21345356,1237,0,75.32619737,0,66,102,9825.174424,0.367689456
OUT_0007,5/1/2024,West,Mumbai,Restaurant,On-Trade,11,0.214469689,0.260187305,1686,0,74.66930721,2,49,73,7212.080063,0.254313577
OUT_0007,6/1/2024,West,Mumbai,Restaurant,On-Trade,8,0.185112468,0.241467208,931,0,85.5494839,1,44,45,7170.366826,0.346760203
OUT_0007,7/1/2024,West,Mumbai,Restaurant,On-Trade,12,0.141230429,0.22903783,1290,0,69.06446993,2,48,77,7956.57984,0.223735518
OUT_0007,8/1/2024,West,Mumbai,Restaurant,On-Trade,8,0.185803377,0.320632575,861,0,71.6891029,2,51,16,8580.040109,0.355403375
OUT_0007,9/1/2024,West,Mumbai,Restaurant,On-Trade,7,0.221048074,0.219873148,874,0,96.43673783,0,26,48,4369.378006,0.199158862
OUT_0007,10/1/2024,West,Mumbai,Restaurant,On-Trade,13,0.218683068,,965,0,76.98543606,0,32,45,5368.301225,0.231117532
OUT_0007,11/1/2024,West,Mumbai,Restaurant,On-Trade,7,0.157056731,0.339616394,1114,0,76.50654664,0,47,64,8446.613714,0.421679754
OUT_0007,12/1/2024,West,Mumbai,Restaurant,On-Trade,12,0.22811041,0.327757245,1030,0,86.47992154,0,57,105,8073.504054,0.209073603
OUT_0008,1/1/2024,North,Chandigarh,Supermarket,Off-Trade,6,0.210774264,0.226180806,2446,0,69.41527798,0,76,84,10857.8729,0.28588936
OUT_0008,2/1/2024,North,Chandigarh,Supermarket,Off-Trade,10,0.27322142,0.275877122,2002,0,89.58460815,1,69,80,11149.28229,0.306861797
OUT_0008,3/1/2024,North,Chandigarh,Supermarket,Off-Trade,10,0.208185529,0.122688217,1090,0,63.7275837,1,78,96,12639.5679,0.283291968
OUT_0008,4/1/2024,North,Chandigarh,Supermarket,Off-Trade,9,0.213670265,0.195010373,2150,0,83.57346258,0,120,217,17160.83306,0.286169099
OUT_0008,5/1/2024,North,Chandigarh,Supermarket,Off-Trade,10,0.316920859,0.205146581,2214,0,73.592552,3,95,136,14316.8148,0.252074887
OUT_0008,6/1/2024,North,Chandigarh,Supermarket,Off-Trade,7,0.181073885,0.282076582,2479,0,64.68300438,1,80,86,11332.14275,0.261651469
OUT_0008,7/1/2024,North,Chandigarh,Supermarket,Off-Trade,12,0.360335782,0.368786018,2422,1,66.53130856,2,124,215,21731.59212,0.211905078
OUT_0008,8/1/2024,North,Chandigarh,Supermarket,Off-Trade,8,0.159338668,0.299765168,1910,0,54.99471193,2,61,13,9736.278627,0.274321965
OUT_0008,9/1/2024,North,Chandigarh,Supermarket,Off-Trade,9,0.317398456,0.291191765,2125,0,82.75384074,0,66,66,9269.225459,0.290984963
OUT_0008,10/1/2024,North,Chandigarh,Supermarket,Off-Trade,6,0.21695728,0.405110314,1519,1,71.47303858,1,94,134,16567.47671,0.269136131
OUT_0008,11/1/2024,North,Chandigarh,Supermarket,Off-Trade,14,0.201967697,0.367945348,2049,0,67.31914236,1,49,54,7311.551787,0.247059063
OUT_0008,12/1/2024,North,Chandigarh,Supermarket,Off-Trade,11,,0.215069151,2245,0,63.55648023,0,37,35,6641.022418,0.282662909
OUT_0009,1/1/2024,West,Surat,Liquor_Store,Off-Trade,9,0.243771884,0.445081556,1892,1,69.23968559,0,73,96,10538.90536,0.138203847
OUT_0009,2/1/2024,West,Surat,Liquor_Store,Off-Trade,11,0.204729629,0.311182983,1418,0,72.58053217,1,29,45,4354.394514,0.220119761
OUT_0009,3/1/2024,West,Surat,Liquor_Store,Off-Trade,9,0.202110507,0.306865129,1214,0,68.97650824,3,50,65,8111.550775,0.261830331
OUT_0009,4/1/2024,West,Surat,Liquor_Store,Off-Trade,8,0.332778348,0.352150619,1422,1,64.60016029,3,85,43,15255.23399,0.211003544
OUT_0009,5/1/2024,West,Surat,Liquor_Store,Off-Trade,12,0.297303188,0.219569567,1492,1,73.33031551,1,65,64,9400.833532,0.213575901
OUT_0009,6/1/2024,West,Surat,Liquor_Store,Off-Trade,8,0.262210291,0.214266586,1585,0,75.68413145,1,43,52,6916.199668,0.285054458
OUT_0009,7/1/2024,West,Surat,Liquor_Store,Off-Trade,9,0.259264529,0.349765933,1923,0,52.06344449,2,42,43,6200.291237,0.274369998
OUT_0009,8/1/2024,West,Surat,Liquor_Store,Off-Trade,8,0.210380677,0.183979974,229,0,54.96981945,0,40,31,5896.039964,0.337803835
OUT_0009,9/1/2024,West,Surat,Liquor_Store,Off-Trade,6,0.171220584,0.223681399,1688,0,64.72788507,2,39,59,6651.08158,0.231917399
OUT_0009,10/1/2024,West,Surat,Liquor_Store,Off-Trade,15,0.12393446,0.264585341,1294,0,67.17532781,2,72,73,10504.12528,0.202141945
OUT_0009,11/1/2024,West,Surat,Liquor_Store,Off-Trade,3,0.26434526,0.380977826,917,1,78.39640602,1,79,122,13005.94212,0.329883576
OUT_0009,12/1/2024,West,Surat,Liquor_Store,Off-Trade,3,0.306273662,0.265212343,1215,1,88.53153968,1,46,41,6880.796723,0.29443497
OUT_0010,1/1/2024,South,Kochi,Liquor_Store,Off-Trade,8,0.317455646,0.29493466,1100,0,79.80795261,1,53,74,9102.453295,0.330176192
OUT_0010,2/1/2024,South,Kochi,Liquor_Store,Off-Trade,7,0.24709103,0.210455457,524,0,77.16432634,1,56,40,9138.637014,0.294936816
OUT_0010,3/1/2024,South,Kochi,Liquor_Store,Off-Trade,13,0.229235451,0.285515556,1001,0,86.66469644,1,77,91,12077.19944,0.273137729
OUT_0010,4/1/2024,South,Kochi,Liquor_Store,Off-Trade,11,0.180131102,0.356787361,757,0,60.13445634,1,78,96,11292.70279,0.274172604
OUT_0010,5/1/2024,South,Kochi,Liquor_Store,Off-Trade,12,0.283195005,0.387650479,1821,0,68.16632598,1,57,34,9984.112778,0.283992172
OUT_0010,6/1/2024,South,Kochi,Liquor_Store,Off-Trade,11,0.123411284,0.176721635,1276,0,59.41259622,1,41,13,6148.90893,0.277074074
OUT_0010,7/1/2024,South,Kochi,Liquor_Store,Off-Trade,5,0.157024719,0.219251375,762,0,64.81269492,4,52,58,7436.849256,0.381236878
OUT_0010,8/1/2024,South,Kochi,Liquor_Store,Off-Trade,8,0.266815055,0.246643665,1109,0,85.0420354,1,55,69,8937.710446,0.221930667
OUT_0010,9/1/2024,South,Kochi,Liquor_Store,Off-Trade,9,0.259925703,0.320598823,956,0,67.22316391,2,34,53,4882.510306,0.214797003
OUT_0010,10/1/2024,South,Kochi,Liquor_Store,Off-Trade,4,0.215250378,,1057,0,71.829409,4,54,79,8548.679991,0.27993942
OUT_0010,11/1/2024,South,Kochi,Liquor_Store,Off-Trade,6,0.158244722,0.311861928,1018,0,78.0379536,0,54,43,9617.730988,0.225664624
OUT_0010,12/1/2024,South,Kochi,Liquor_Store,Off-Trade,12,0.144271776,0.247256079,1052,0,62.67279749,0,38,65,6518.023598,0.28721772
OUT_0011,1/1/2024,South,Hyderabad,Supermarket,Off-Trade,12,0.262259646,0.262823651,1763,0,70.96722606,2,31,36,4808.501466,0.181053346
OUT_0011,2/1/2024,South,Hyderabad,Supermarket,Off-Trade,14,0.168729198,0.23593008,2738,0,77.13682054,1,75,94,13358.39778,0.324749592
OUT_0011,3/1/2024,South,Hyderabad,Supermarket,Off-Trade,13,0.163012697,0.279152286,2064,0,80.79681945,1,104,128,16168.32288,0.328340174
OUT_0011,4/1/2024,South,Hyderabad,Supermarket,Off-Trade,8,0.284706311,0.096410088,1822,0,72.30950335,2,86,101,13623.34742,0.288197114
OUT_0011,5/1/2024,South,Hyderabad,Supermarket,Off-Trade,8,0.218061617,0.280702525,1742,0,69.84858468,2,89,152,14798.12845,0.364672124
OUT_0011,6/1/2024,South,Hyderabad,Supermarket,Off-Trade,9,0.159668468,0.302659067,2436,0,58.79122458,2,113,173,18974.19348,0.166237398
OUT_0011,7/1/2024,South,Hyderabad,Supermarket,Off-Trade,11,0.236510974,0.281915986,2660,1,92.49018109,1,81,113,13476.74501,0.364059366
OUT_0011,8/1/2024,South,Hyderabad,Supermarket,Off-Trade,11,0.202627187,0.19526807,1655,0,53.15318231,2,57,76,9102.407923,0.292190627
OUT_0011,9/1/2024,South,Hyderabad,Supermarket,Off-Trade,16,0.23412302,0.270232388,1851,0,41.49805062,2,81,73,11628.39682,0.259609355
OUT_0011,10/1/2024,South,Hyderabad,Supermarket,Off-Trade,12,0.210965686,0.134803138,1225,0,77.18201905,0,110,96,15996.69745,0.271076429
OUT_0011,11/1/2024,South,Hyderabad,Supermarket,Off-Trade,13,0.260526229,0.2545026,1531,0,51.53714124,1,101,99,15344.58403,0.318061662
OUT_0011,12/1/2024,South,Hyderabad,Supermarket,Off-Trade,10,0.248193937,0.268695799,1822,0,63.17456938,0,67,126,11987.52929,0.269930967
OUT_0012,1/1/2024,North,Jaipur,Liquor_Store,Off-Trade,8,0.243083316,0.261479742,1128,0,62.65485197,2,52,67,9301.477398,0.19191577
OUT_0012,2/1/2024,North,Jaipur,Liquor_Store,Off-Trade,8,0.217709335,0.30547347,592,0,76.50566725,1,18,18,2870.477395,0.281565931
OUT_0012,3/1/2024,North,Jaipur,Liquor_Store,Off-Trade,8,0.215297464,0.189623103,1199,0,68.4811322,3,59,132,9348.242976,0.304145601
OUT_0012,4/1/2024,North,Jaipur,Liquor_Store,Off-Trade,14,0.116023718,0.175779205,908,0,76.05979959,1,64,71,9348.429305,0.32855316
OUT_0012,5/1/2024,North,Jaipur,Liquor_Store,Off-Trade,12,0.084672112,0.251019698,954,0,76.03003875,1,58,45,10384.14776,0.33526497
OUT_0012,6/1/2024,North,Jaipur,Liquor_Store,Off-Trade,10,0.180896348,0.246480725,1493,0,64.07131626,0,62,92,9924.2592,0.315563536
OUT_0012,7/1/2024,North,Jaipur,Liquor_Store,Off-Trade,10,0.232976871,0.278353919,968,0,70.54913844,0,49,98,7786.194558,0.327441388
OUT_0012,8/1/2024,North,Jaipur,Liquor_Store,Off-Trade,7,0.182654071,0.165090237,1332,0,,1,53,89,8119.993211,0.23618541
OUT_0012,9/1/2024,North,Jaipur,Liquor_Store,Off-Trade,12,0.191398149,,1520,0,79.7781025,0,37,41,5995.769681,0.262834504
OUT_0012,10/1/2024,North,Jaipur,Liquor_Store,Off-Trade,7,0.180110403,0.155556472,861,0,65.29495363,3,75,119,13279.57943,0.285051415
OUT_0012,11/1/2024,North,Jaipur,Liquor_Store,Off-Trade,12,0.231157394,0.320459115,939,0,68.2397021,2,42,92,6349.877552,0.292172884
OUT_0012,12/1/2024,North,Jaipur,Liquor_Store,Off-Trade,13,0.163245167,0.264494859,878,0,74.27902015,0,52,66,8930.068237,0.302744029
OUT_0013,1/1/2024,East,Bhubaneswar,Restaurant,On-Trade,10,0.199487498,0.364163188,1076,1,95.94917565,1,31,43,4920.403288,0.206734898
OUT_0013,2/1/2024,East,Bhubaneswar,Restaurant,On-Trade,11,0.330874511,0.303416421,1152,1,86.23840814,0,55,83,8205.097158,0.16612976
OUT_0013,3/1/2024,East,Bhubaneswar,Restaurant,On-Trade,12,0.143543204,0.167015697,1709,0,64.02997273,0,63,107,10434.50368,0.37102008
OUT_0013,4/1/2024,East,Bhubaneswar,Restaurant,On-Trade,10,0.241718222,0.256704351,100,0,89.3272079,1,71,62,10384.58682,0.217570659
OUT_0013,5/1/2024,East,Bhubaneswar,Restaurant,On-Trade,9,0.219114174,0.430512569,1600,1,65.13281076,3,65,66,9495.129931,0.137788824
OUT_0013,6/1/2024,East,Bhubaneswar,Restaurant,On-Trade,6,0.304420075,0.425172737,978,1,81.1113115,0,77,84,12843.9396,0.313122293
OUT_0013,7/1/2024,East,Bhubaneswar,Restaurant,On-Trade,13,0.18601292,0.351833976,1625,0,55.78676822,3,54,67,8377.674598,0.258686886
OUT_0013,8/1/2024,East,Bhubaneswar,Restaurant,On-Trade,7,0.156498035,0.353300637,1605,1,87.08224732,0,50,27,8755.564567,0.348230943
OUT_0013,9/1/2024,East,Bhubaneswar,Restaurant,On-Trade,8,0.20685993,0.22975947,859,0,64.11312992,1,37,58,5719.713164,0.283728892
OUT_0013,10/1/2024,East,Bhubaneswar,Restaurant,On-Trade,10,0.120800972,0.35762719,1843,0,77.89657378,1,56,39,8540.468482,0.309330071
OUT_0013,11/1/2024,East,Bhubaneswar,Restaurant,On-Trade,6,0.273212528,0.233535567,1565,0,60.21307095,2,59,27,8348.817127,0.255259424
OUT_0013,12/1/2024,East,Bhubaneswar,Restaurant,On-Trade,11,0.29904228,0.428522687,1769,1,92.75844924,1,55,67,8330.658074,0.256206978
OUT_0014,1/1/2024,West,Ahmedabad,Hypermarket,Off-Trade,11,0.198672884,0.262823606,2279,0,70.42377019,1,75,79,11413.43856,0.307773706
OUT_0014,2/1/2024,West,Ahmedabad,Hypermarket,Off-Trade,11,,0.257788525,1456,0,68.13658079,2,75,74,11699.27812,0.28266004
OUT_0014,3/1/2024,West,Ahmedabad,Hypermarket,Off-Trade,6,0.212357877,0.325435103,2172,0,87.08040654,1,74,90,10748.72898,0.327498159
OUT_0014,4/1/2024,West,Ahmedabad,Hypermarket,Off-Trade,11,0.264617386,0.344008772,1601,1,84.07286401,1,92,121,16522.75459,0.26209671
OUT_0014,5/1/2024,West,Ahmedabad,Hypermarket,Off-Trade,11,0.275164347,0.313153682,1980,1,75.22484068,1,102,144,16170.07285,0.167217256
OUT_0014,6/1/2024,West,Ahmedabad,Hypermarket,Off-Trade,11,0.282209831,0.385907556,1754,1,66.23645614,1,85,121,13041.27247,0.211301833
OUT_0014,7/1/2024,West,Ahmedabad,Hypermarket,Off-Trade,16,0.181197397,0.193764759,2317,0,53.7136363,1,28,35,4783.78669,0.202881113
OUT_0014,8/1/2024,West,Ahmedabad,Hypermarket,Off-Trade,6,0.199885602,0.33169108,2368,1,70.44647648,2,59,71,8714.64837,0.316146549
OUT_0014,9/1/2024,West,Ahmedabad,Hypermarket,Off-Trade,8,0.245982072,0.472471727,2682,1,91.41397847,1,54,96,9364.422755,0.27125185
OUT_0014,10/1/2024,West,Ahmedabad,Hypermarket,Off-Trade,11,0.216881844,0.250632717,1992,0,57.42384973,1,49,86,6927.886023,0.182716332
OUT_0014,11/1/2024,West,Ahmedabad,Hypermarket,Off-Trade,11,0.230488465,0.254634485,2223,1,87.28946093,0,125,127,20792.72847,0.307343581
OUT_0014,12/1/2024,West,Ahmedabad,Hypermarket,Off-Trade,15,0.21050486,0.284984826,1476,0,88.33003307,0,65,89,9583.552937,0.267471695
OUT_0015,1/1/2024,West,Mumbai,Liquor_Store,Off-Trade,13,0.269911505,0.275514041,1444,0,57.9246164,0,49,44,7856.660563,0.386905133
OUT_0015,2/1/2024,West,Mumbai,Liquor_Store,Off-Trade,5,0.249154246,0.431093461,1348,1,71.93371612,1,41,46,7019.631032,0.318063057
OUT_0015,3/1/2024,West,Mumbai,Liquor_Store,Off-Trade,9,0.162566869,0.322914314,994,0,73.67909425,2,91,101,14378.12825,0.265658469
OUT_0015,4/1/2024,West,Mumbai,Liquor_Store,Off-Trade,13,0.281685734,0.52894959,683,1,89.72108122,1,62,119,10325.60046,0.221111274
OUT_0015,5/1/2024,West,Mumbai,Liquor_Store,Off-Trade,12,0.24369271,,1630,1,61.36859906,1,70,84,10683.9837,0.228467744
OUT_0015,6/1/2024,West,Mumbai,Liquor_Store,Off-Trade,10,0.18563658,0.266126307,1284,0,59.20029568,4,36,49,6052.500614,0.255569722
OUT_0015,7/1/2024,West,Mumbai,Liquor_Store,Off-Trade,11,0.227115823,0.21539481,932,0,46.85022141,1,34,49,5241.855038,0.239622303
OUT_0015,8/1/2024,West,Mumbai,Liquor_Store,Off-Trade,6,0.194324066,0.474440646,1966,1,78.62424228,1,64,99,11086.33126,0.258410041
